anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
ContextAware,dense_faiss,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?",Von Miller,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",Denver
ContextAware,dense_faiss,Who received the ball that cam Newton lost during a tackle to make it a Denver touchdown?,Malik Jackson,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",Panthers
ContextAware,dense_faiss,Who sacked Newton a few plays after the challenge?,Von Miller,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",denver
ContextAware,dense_faiss,Who recovered the fumble and ran the ball in for a touchdown?,Malik Jackson,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",newton
ContextAware,dense_faiss,Who ran for a Carolina touchdown to make the score 10–7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who punted the ball for Carolina?,Brad Nortman,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",Denver
ContextAware,dense_faiss,Who got a touchdown making the score 10-7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Denver
ContextAware,dense_faiss,Who got a 61-yard return when players thought he called for a fair catch but did not?,Jordan Norwood,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who scored the Panthers first touchdown? ,Jonathan Stewart,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,manning
ContextAware,dense_faiss,Who tackled Mike Tolbert and caused a fumble?,Darian Stewart,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",safety newton
ContextAware,dense_faiss,Who was sacked as the first half clock expired?,Newton,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",Newton
ContextAware,dense_faiss,Who sacked Cam Newton at the end of the half?,DeMarcus Ware,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",denver
ContextAware,dense_faiss,Who fumbled the ball when tackled by Darian Stewart?,Mike Tolbert,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",fullback newton
ContextAware,dense_faiss,Who tipped Peyton's pass for an interception?,Kony Ealy,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,manning
ContextAware,dense_faiss,Who tackled the Carolina Panthers' quarterback just before the end of the first half?,DeMarcus Ware,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",safety newton
ContextAware,dense_faiss,Who recovered Tolbert's fumble?,Danny Trevathan,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",newton
ContextAware,dense_faiss,"Who intercepted a Manning pass, giving the ball back to the Panthers?",Kony Ealy,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,T. J. Ward
ContextAware,dense_faiss,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",denver
ContextAware,dense_faiss,Who was on the receiving end of a 45-yard pass from Cam Newton?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,manning
ContextAware,dense_faiss,Who missed a field goal for the Panthers?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,newton
ContextAware,dense_faiss,Who picked off Cam Newton and subsequently fumbled the ball?,T. J. Ward,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",Denver
ContextAware,dense_faiss,Who did Newton complete a 45 yard pass to on the opening drive of the second half?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,manning
ContextAware,dense_faiss,Who recovered Ward's fumble?,Trevathan,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",newton
ContextAware,dense_faiss,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,manning
ContextAware,dense_faiss,Who hit the goal post on a field goal attempt?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,newton
ContextAware,dense_faiss,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,Owen Daniels
ContextAware,dense_faiss,Who recovered a Manning fumble?,Ealy,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",newton
ContextAware,dense_faiss,Who caught a 16-yard pass on this drive?,Devin Funchess,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who had a 12-yard rush on this drive?,Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who knocked the ball out of Manning's hands on the next play?,Ealy,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,linebacker manning tackled manning for a 3-yard loss
ContextAware,dense_faiss,Where was the ball recovered?,50-yard line.,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Panthers 4-yard line
ContextAware,dense_faiss,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",Newton
ContextAware,dense_faiss,Who fumbled the ball on 3rd-and-9?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",anderson
ContextAware,dense_faiss,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",newton
ContextAware,dense_faiss,Who recovered the strip ball?,wards,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",newton
ContextAware,dense_faiss,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",denver
ContextAware,dense_faiss,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",newton
ContextAware,dense_faiss,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",anderson
ContextAware,dense_faiss,Who was the game's leading rusher?,Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who was the game's top receiver?,Sanders,"The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback manning had one of his best seasons, throwing for 3,837 ",tight end newton
ContextAware,dense_faiss,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",martin
ContextAware,dense_faiss,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",martin
ContextAware,dense_faiss,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",Broncos quarterback bradshaw
ContextAware,dense_faiss,Who is the only quarterback to win a Super Bowl with two teams?,Manning,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,owens
ContextAware,dense_faiss,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was chopin, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous musician",chopin
ContextAware,dense_faiss,Who was Frédéric Chopin?,Famous musicians,"One of the most famous people born in Warsaw was chopin, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous musician",one of the most famous people born in Warsaw
ContextAware,dense_faiss,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects adam and associates and opened on 15 December 1999. It i",architects
ContextAware,dense_faiss,Where is the Congress Hall located?,in the Palace of Culture and Science,"In 1952, following pressure from Tesla's nephew, nikola, Tesla's entire estate was shipped to Belgrade in 80 trunks marked and In 1957, Kosanović's secretary personally transported Tesla's ashes from ",Belgrade
ContextAware,dense_faiss,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in warsaw (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included cabaret, Warsaw's first literary cabaret, an",in warsaw (the Saxon Garden)
ContextAware,dense_faiss,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by legend, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. One ",the depths of the oceans and seas
ContextAware,dense_faiss,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by legend, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. One ",on the coast of Denmark
ContextAware,dense_faiss,Where was the famous artist Tamara de Lempicka born?,Warsaw,maria was a famous artist born in Warsaw. She was born 1893 in Warsaw to wealthy parents and in 1916 married a Polish lawyer there. Better than anyone else she represented the Art Deco style in painti,Warsaw
ContextAware,dense_faiss,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,maria was a famous artist born in Warsaw. She was born 1893 in Warsaw to wealthy parents and in 1916 married a Polish lawyer there. Better than anyone else she represented the Art Deco style in painti,raphael
ContextAware,dense_faiss,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General assembly, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",King Sigismund III Vasa
ContextAware,dense_faiss,Who was Warsz?,12th/13th-century nobleman,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Austro-Hungarian Army
ContextAware,dense_faiss,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw's name in the Polish language is slavic, approximately /vɑːrˈʃɑːvə/ (also formerly spelled wrocław and wrocław), meaning ""belonging to poland"", probably being a shortened form of the masculine ",warsaw
ContextAware,dense_faiss,Who was Boleslaw II of Masovia?,The Prince of Płock,"The two most prominent frankish families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the lombard family, of whom Rainulf Drengot received the county of Aversa, the fir",emperor otto
ContextAware,dense_faiss,Who did Warsaw serve as the seat for in 1529?,General Sejm,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and warsaw (12th/13th century). After warsaw was raided by nearby clans and dukes, a new similar",Masovian Duchy
ContextAware,dense_faiss,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"In 1529, Warsaw for the first time became the seat of the General assembly, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",King Sigismund III Vasa
ContextAware,dense_faiss,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"papal visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after becoming ",Victory Square
ContextAware,dense_faiss,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",New Orangery
ContextAware,dense_faiss,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (mayor), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies, the ",Warsaw City Council (mayor)
ContextAware,dense_faiss,Who was the Norse leader?,Rollo,"The Normans (breton: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""",charlemagne
ContextAware,dense_faiss,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke harold of Normandy conquered England killing normandy at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The ",Duke harold of Normandy
ContextAware,dense_faiss,Who ruled the duchy of Normandy,Richard I,"In 1066, Duke harold of Normandy conquered England killing normandy at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The ",The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England
ContextAware,dense_faiss,Who upon arriving gave the original viking settlers a common identity?,Rollo,"The Normans (breton: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""","The Normans (breton: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France"
ContextAware,dense_faiss,Where was the Archangel Michael shrine located?,Monte Gargano,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Monte Gargano
ContextAware,dense_faiss,What was the name of the leader ennobled by Henry III,Drogo,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a crusader principality in Antioch. They were major foreign participants in the Rec,roger of Montreuil
ContextAware,dense_faiss,Who was Count of Melfi,William Iron Arm,"The two most prominent frankish families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the lombard family, of whom Rainulf Drengot received the county of Aversa, the fir",guido
ContextAware,dense_faiss,Who controlled Sicily before the Normans?,Saracens,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous count, a Hauteville, and his younger brother geoffrey. hugh's son, hugh of Sici",the Saracens
ContextAware,dense_faiss,Where was William Iron Arm's castle located?,Squillace,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
ContextAware,dense_faiss,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. frankish mercenaries were","Pechenegs, the Bulgars, and especially the Seljuk Turks"
ContextAware,dense_faiss,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"The two most prominent frankish families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the lombard family, of whom Rainulf Drengot received the county of Aversa, the fir",emperor otto
ContextAware,dense_faiss,What was the name of the Norman castle?,Afranji,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",The Duchy of Normandy
ContextAware,dense_faiss,What was the name of the count of Apulia ,Robert Guiscard,"john, an other flemish adventurer previously elevated to the dignity of count of Apulia as the result of his military successes, ultimately drove the Byzantines out of southern Italy. Having obtained ",john
ContextAware,dense_faiss,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"A few years after the First Crusade, in 1107, the Normans under the command of robert, baldwin's son, landed in albania and besieged Dyrrachium using the most sophisticated military equipment of the t",Deabolis
ContextAware,dense_faiss,Who was Robert's son?,Bohemond,"Normans came into Scotland, building castles and founding noble families who would provide some future kings, such as malcolm, as well as founding a considerable number of the Scottish clans. King Dav",bruce
ContextAware,dense_faiss,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large byzantine army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some time",the Adriatic
ContextAware,dense_faiss,Who did Emma Marry?,King Ethelred II,"While in Limassol, henry the Lion-Heart married joan of Navarre, first-born daughter of King ferdinand of castile. The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended b",joan of Navarre
ContextAware,dense_faiss,Who was Emma's brother?,Duke Richard II,"While in Limassol, henry the Lion-Heart married joan of Navarre, first-born daughter of King ferdinand of castile. The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended b",hugh
ContextAware,dense_faiss,Who was Edward the Confessor's half-brother?,Harthacnut,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",ralph
ContextAware,dense_faiss,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",ralph
ContextAware,dense_faiss,Where did Harold II die?,Battle of Hastings,"In 1066, Duke harold of Normandy conquered England killing normandy at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The ",Battle of Hastings
ContextAware,dense_faiss,Who killed Harold II? ,William II,"In 1066, Duke harold of Normandy conquered England killing normandy at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The ",normandy
ContextAware,dense_faiss,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"In 1066, Duke harold of Normandy conquered England killing normandy at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The ",Anglo-Saxons
ContextAware,dense_faiss,Who was Margaret's husband?,King Malcolm III of Scotland,"While in Limassol, henry the Lion-Heart married joan of Navarre, first-born daughter of King ferdinand of castile. The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended b",ferdinand of castile
ContextAware,dense_faiss,Who was the hostage?,Duncan,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",his sister and his fiancée irene
ContextAware,dense_faiss,Who did Alexander I marry?,Sybilla of Normandy,"While in Limassol, henry the Lion-Heart married joan of Navarre, first-born daughter of King ferdinand of castile. The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended b",joan of Navarre
ContextAware,dense_faiss,Where was Ralph earl of?,Hereford,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",Hereford
ContextAware,dense_faiss,Who was Ralph in charge of being at war with?,the Welsh,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",Saxon and english
ContextAware,dense_faiss,Who made Ralph earl?,Edward the Confessor,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",ralph the Confessor
ContextAware,dense_faiss,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a crusader principality in Antioch. They were major foreign participants in the Rec,roger of Montreuil
ContextAware,dense_faiss,What was the name of Bohemond's nephew?,Tancred,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor","geoffrey, Count of Boulogne"
ContextAware,dense_faiss,Who was Richard's fiancee?,Berengaria,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",irene
ContextAware,dense_faiss,Who ruled Cyprus in 1191?,Isaac Komnenos,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous count, a Hauteville, and his younger brother geoffrey. hugh's son, hugh of Sici",the House of Hohenstaufen
ContextAware,dense_faiss,Who was Guy's Rival?,Conrad of Montferrat,"Various princes of the Holy Land arrived in Limassol at the same time, in particular isaac. All declared their support for isaac provided that he support isaac against his rival Conrad of Montferrat. ",Conrad of Montferrat
ContextAware,dense_faiss,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"Various princes of the Holy Land arrived in Limassol at the same time, in particular isaac. All declared their support for isaac provided that he support isaac against his rival Conrad of Montferrat. ",isaac
ContextAware,dense_faiss,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"While in Limassol, henry the Lion-Heart married joan of Navarre, first-born daughter of King ferdinand of castile. The wedding was held on 12 May 1191 at the Chapel of St. George and it was attended b",joan of Navarre
ContextAware,dense_faiss,Who became the King of the Canary Islands?,Bethencourt,"jean took the title of King of the Canary Islands, as vassal to ferdinand of Castile. In 1418, alfonso's nephew alvaro sold the rights to the islands to jean, 2nd Count de Niebla.",jean
ContextAware,dense_faiss,Who bought the rights?,Enrique Pérez de Guzmán,"The mid 1890s saw the conglomerate General Electric, backed by financier tesla, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was sig",Westinghouse Electric
ContextAware,dense_faiss,Who sold the rights?,Maciot de Bethencourt,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",Tesla
ContextAware,dense_faiss,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. the customary law was transc,in the Channel Islands
ContextAware,dense_faiss,Who used the church to unify themselves?,dukes,"At rouen, a tradition of singing had developed and the choir achieved fame in Normandy. Under the benedictine abbot ##ship, several monks of normandy fled to southern Italy, where they were patronised",monks of normandy
ContextAware,dense_faiss,Who commissioned the Tapestry?,Odo,"By far the most famous work of medieval art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first duke of Kent, employing",Odo
ContextAware,dense_faiss,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",ralph archbishop of Canterbury and made robert the Timid earl of Hereford
ContextAware,dense_faiss,Where did the monks flee to?,southern Italy,"At rouen, a tradition of singing had developed and the choir achieved fame in Normandy. Under the benedictine abbot ##ship, several monks of normandy fled to southern Italy, where they were patronised",southern Italy
ContextAware,dense_faiss,Who patronized the monks in Italy? ,Robert Guiscard,"At rouen, a tradition of singing had developed and the choir achieved fame in Normandy. Under the benedictine abbot ##ship, several monks of normandy fled to southern Italy, where they were patronised",charlemagne
ContextAware,dense_faiss,Who did Tesla work for in the 1880s?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Continental Edison Company
ContextAware,dense_faiss,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,"In July 1888, tesla and tesla negotiated a licensing deal with tesla for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC horsepowe",tesla
ContextAware,dense_faiss,Who licensed Tesla's induction motor?,George Westinghouse,"In July 1888, tesla and tesla negotiated a licensing deal with tesla for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC horsepowe",tesla
ContextAware,dense_faiss,Who did Tesla credit for his abilities?,his mother's genetics,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for siemens in New York City. He soon struck out on his own with financial backer,edison
ContextAware,dense_faiss,Where did Tesla believe his talents came from?,his mother's genetics and influence,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for siemens in New York City. He soon struck out on his own with financial backer,telephony and electrical engineering
ContextAware,dense_faiss,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to vienna, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher nikola Sekulić.:32 The classes were held in German, as it was a scho",nikola Sekuli
ContextAware,dense_faiss,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"Tesla was a good friend of einstein, tesla, tesla, tesla, others, and others. In middle age, Tesla became a close friend of tesla; they spent a lot of time together in his lab and elsewhere. Twain not","einstein, a poet, writer, mystic, and later, a Nazi propagandist"
ContextAware,dense_faiss,Where did Tesla run to avoid the army draft?,Tomingaj,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Tomingaj
ContextAware,dense_faiss,Where was Austrian Polytechnic located?,"Graz, Austria","In 1870, Tesla moved to vienna, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher nikola Sekulić.:32 The classes were held in German, as it was a scho",Austro-Hungarian Military Frontier
ContextAware,dense_faiss,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"In 1870, Tesla moved to vienna, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher nikola Sekulić.:32 The classes were held in German, as it was a scho",Austro-Hungarian Military Frontier
