anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
Faker,dense_faiss,Where did the Broncos practice at for Super Bowl 50?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Faker,dense_faiss,Where did the Panthers practice for the Super Bowl?,San Jose State practice facility,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Faker,dense_faiss,Where did the Broncos practice for the Super Bowl?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Faker,dense_faiss,Where was the practice place the Panthers used for the Super Bowl?,San Jose,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Faker,dense_faiss,Where hotel did the Panthers stay at?,San Jose Marriott.,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose Marriott
Faker,dense_faiss,Where did the Broncos practice for the Super Bowl?,Stanford University,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,Santa Clara Marriott
Faker,dense_faiss,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Levi's Stadium
Faker,dense_faiss,Who is the NFL's vice president of brand and creative?,Jaime Weston,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Lauren Jackson
Faker,dense_faiss,Who is the trophy featured on the logo named for?,Vince Lombardi,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Mr. Samuel Carter
Faker,dense_faiss,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",2014
Faker,dense_faiss,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted ",Gold footballs
Faker,dense_faiss,Who is the mayor of San Francisco?,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",Michael Sanchez
Faker,dense_faiss,Who is the city supervisor of San Francisco?,Jane Kim,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",Stephen Jackson
Faker,dense_faiss,Who was the mayor of San Francisco during Super Bowl 50? ,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",Caleb Henry
Faker,dense_faiss,What was the name of the event at the The Embarcadero that was held prior to Super Bowl 50 to help show off some of the things that San Francisco has to offer?,Super Bowl City,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities","""Super Bowl City"""
Faker,dense_faiss,Where was the NFL Experience held for the 2015 season?,Moscone Center,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted ",across the NFL's properties and painted on fields
Faker,dense_faiss,Who is the mayor of San Francisco?,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",Michael Sanchez
Faker,dense_faiss,Who said the homeless in the area would have to leave?,mayor Ed Lee,"In the fall of 1937, after midnight one night, Tesla left the Hotel New Yorker to make his regular commute to the cathedral and the library to feed the pigeons. While crossing a street a couple of blo",Tesla
Faker,dense_faiss,"Where was a beer, wine and food festival held at prior to the Super Bowl?",Bellomy Field,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Faker,dense_faiss,Who helped find sponsors and donors to help with the cost?,A professional fundraiser,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",A professional fundraiser
Faker,dense_faiss,Who set aside seed funding for the week-long event leading up to the Super Bowl?,city council,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",The committee
Faker,dense_faiss,Who may have been called upon to fund the festival associated with the Super Bowl in Santa Clara?,city council,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",San Francisco city supervisor Maria Bailey
Faker,dense_faiss,What was the name of the Media Day event for Super Bowl 50?,Super Bowl Opening Night,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",Super Bowl Opening Night
Faker,dense_faiss,What is the name of the property where the media event was held for Super Bowl 50?,SAP Center,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center
Faker,dense_faiss,Where was media day for Super Bowl 50 held?,SAP Center in San Jose.,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Faker,dense_faiss,Where was the new media day event for Super Bowl 50 held?,SAP Center in San Jose.,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Faker,dense_faiss,What is the name of the program that provides contracting work to local companies?,Business Connect,"Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals. Such professionals enjoy ",Chartered or CPA
Faker,dense_faiss,"Which committee made an effort to invite companies owned by people, who are transgender or gay, to take part in contract business associated with Super Bowl 50.",Super Bowl 50 Host Committee,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Super Bowl 50 Host Committee
Faker,dense_faiss,What is the name of the service that gets local businesses contract chances with the Super Bowl?,Business Connect,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Business Connect
Faker,dense_faiss,What is the name of the Host Committee's charitable initiative?,the 50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Faker,dense_faiss,What was the name of the fund setup to help with investing in the community? ,50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Faker,dense_faiss,"What is the name of the fund that focuses on youth, community and sustainable environments?",the 50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Faker,dense_faiss,What was the name of the work to give grants for youth development and other things?,50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Faker,dense_faiss,Who is the trophy given to the Super Bowl champion named for?,Vince Lombardi,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Samantha Jenkins
Faker,dense_faiss,"Who designed the ""50""?",Tiffany & Co.,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Tiffany & Co
Faker,dense_faiss,Who designed the Vince Lombardi Trophy?,Tiffany & Co.,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Tiffany & Co
Faker,dense_faiss,What is the name of the trophy given to anyone who plays on the winning team in a Super Bowl?,Vince Lombardi Trophy,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Denver Broncos
Faker,dense_faiss,"Who is the designer of the ""50?""",Tiffany & Co,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Tiffany & Co
Faker,dense_faiss,What is the name of the trophy that all Super Bowl winners receive?,the Vince Lombardi Trophy,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Super Bowl 50
Faker,dense_faiss,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Tiffany & Co
Faker,dense_faiss,"Who, with Jim Nantz, was a member of the game's lead broadcast team?",Phil Simms,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Tyler Wong
Faker,dense_faiss,Who shared sideline duties with Evan Washburn?,Tracy Wolfson,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Ashley Combs and John Mccarty
Faker,dense_faiss,Where was Tracy Wolfson announcing from during the Super Bowl 50 game?,sidelines,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Tiffany Bennett (MVP of Super Bowls I and II) and Ga",on-field
Faker,dense_faiss,Where was Evan Washburn located while announcing during the game?,sidelines,"Westwood One will carry the game throughout North America, with Ann Wells as play-by-play announcer, Thomas Barker and Alexandra Calderon as color analysts, and Brandon Vargas and Tiffany Soto as side",Westwood One
Faker,dense_faiss,Who were the announcers of Super Bowl 50?,Jim Nantz and Phil Simms,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess (MVP of Super Bowls I and II) and John King (MVP of Super Bowl V)
Faker,dense_faiss,Who were the Super Bowl 50 sideline announcers?,Tracy Wolfson and Evan Washburn,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess (MVP of Super Bowls I and II) and John King (MVP of Super Bowl V)
Faker,dense_faiss,Who reported on the sideline for ESPN Deportes?,John Sutcliffe,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",Mr. Mark Villegas
Faker,dense_faiss,Who provided Spanish-language commentary alongside Raul Allegre?,Alvaro Martin,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",Jennifer Whitehead
Faker,dense_faiss,Who exclusively broadcast the game in Spanish after reaching an agreement with the NFL and CBS?,ESPN Deportes,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",ESPN Deportes
Faker,dense_faiss,Who was the sideline reporter for ESPN Deportes?,John Sutcliffe.,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",Mark Villegas
Faker,dense_faiss,Who were the ESPN Deportes commentators for Super Bowl 50?,Alvaro Martin and Raul Allegre,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",Jeremy Ruiz and Charles Austin
Faker,dense_faiss,Who was the ESPN Deportes sideline commentator for Super Bowl 50?,John Sutcliffe.,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",Jonathan Jones
Faker,dense_faiss,What was the domain name of the site that streamed the Super Bowl 50 game? ,CBSSports.com,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Super Bowl L
Faker,dense_faiss,Which smartphone customers were the only people who could stream the game on their phones?,Verizon Wireless customers,"CBS provided digital streams of the game via CBSSports.com, and the CBS Sports apps on tablets, Windows 10, Xbox One and other digital media players (such as Chromecast and Roku). Due to Verizon Commu",Verizon Wireless customers
Faker,dense_faiss,Where was the ESPN Deportes Spanish version of Super Bowl 50 available?,WatchESPN.,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game
Faker,dense_faiss,Which company was given permission to air TV commercials during Super Bowl 50 at a discounted price?,Anheuser-Busch InBev,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",Anheuser-Busch InBev
Faker,dense_faiss,Which company held a contest whereupon contestants could enter for a chance to have their own commercial shown during Super Bowl 50?,Doritos,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",Doritos
Faker,dense_faiss,Who made their Super Bowl commercial debut with Nintendo?,The Pokémon Company,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",The Pokémon Company
Faker,dense_faiss,Which company has been able to air multiple ads at a steep discount?,Anheuser-Busch InBev,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",Anheuser-Busch InBev
Faker,dense_faiss,Which company has held contests for fans to  create their own ad for the company?,Doritos,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",Doritos
Faker,dense_faiss,What was the name of the contest sponsored by QuickBooks?,"""Small Business Big Game""","QuickBooks sponsored a ""Small Business Big Game"" contest, in which Death Wish Coffee had a 30-second commercial aired free of charge courtesy of QuickBooks. Death Wish Coffee beat out nine other conte",Small Business Big Game
Faker,dense_faiss,Which company won a contest to have their ad shown for free during Super Bowl 50?,Death Wish Coffee,"CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers",Doritos
Faker,dense_faiss,"Which company sponsored a contest called ""Small Business Big Game""?",QuickBooks.,"QuickBooks sponsored a ""Small Business Big Game"" contest, in which Death Wish Coffee had a 30-second commercial aired free of charge courtesy of QuickBooks. Death Wish Coffee beat out nine other conte",QuickBooks
Faker,dense_faiss,Which company had a commercial aired for free as a result of the Quickbooks contest?,Death Wish Coffee,"QuickBooks sponsored a ""Small Business Big Game"" contest, in which Death Wish Coffee had a 30-second commercial aired free of charge courtesy of QuickBooks. Death Wish Coffee beat out nine other conte",Death Wish Coffee
Faker,dense_faiss,Who won the competition to get a free Super Bowl commercial aired?,Death Wish Coffee,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Coldplay
Faker,dense_faiss,Who did play-by-play on Westwood One?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Laura Clark
Faker,dense_faiss,Who handled pre-game coverage on Westwood One?,Jim Gray,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r",James Lamb
Faker,dense_faiss,"Along with Dan Fouts, who served as a color analyst for the radio broadcast?",Boomer Esiason,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Jessica Hayes
Faker,dense_faiss,Who shared sideline reporting duties with Mark Malone?,James Lofton,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Robin Schmidt and Crystal Hull
Faker,dense_faiss,Who announced the game play-by-play for Super Bowl 50?,Kevin Harlan,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,"the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Samantha Jenkins numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50"
Faker,dense_faiss,Who will carry the game throughout all of North America?,Westwood One,"Westwood One will carry the game throughout North America, with Ann Wells as play-by-play announcer, Thomas Barker and Alexandra Calderon as color analysts, and Brandon Vargas and Tiffany Soto as side",Westwood One
Faker,dense_faiss,Who is the play-by-play announcer for the game?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Tyler Wong
Faker,dense_faiss,Who covered the halftime coverage?,Jim Gray,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Coldplay
Faker,dense_faiss,Who was the announcer for Westwood One's Super Bowl 50 coverage?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r",Sharon Lowery
Faker,dense_faiss,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Dr. Gregory Lawrence and Mckenzie Bailey
Faker,dense_faiss,Who were the Westwood One sideline announcers?,James Lofton and Mark Malone,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r","Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline reporters"
Faker,dense_faiss,Who handled play-by-play for the Denver radio market?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Robert Carpenter on p",Robert Carpenter
Faker,dense_faiss,Who did play-by-play for the WBT broadcast?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Mr. Robert Wiley
Faker,dense_faiss,Who handled the play-by-play for the Denver radio stations?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Robert Carpenter on p",Robert Carpenter
Faker,dense_faiss,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Dr. Matthew Boyd
Faker,dense_faiss,Who handled the play-by-play for WBT?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Mr. Robert Wiley
Faker,dense_faiss,Who makes up the BBC commentary team with Greg Brady and Rocky Boiman?,Darren Fletcher,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with Keith Barnett, Joel Ramsey and Eric Gallegos on comme",Keith Barnett
Faker,dense_faiss,"British commentators include, Darren Fletcher, Rocky Boiman and who else?",Greg Brady,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with Keith Barnett, Joel Ramsey and Eric Gallegos on comme",Eric Gallegos
Faker,dense_faiss,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Jaime Lawrence
Faker,dense_faiss,Who was the Most Valuable Player of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Tyler Mitchell
Faker,dense_faiss,Who is the present quarterback of the Broncos?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Andrew Williams (who ",Brittany Garcia
Faker,dense_faiss,Who was the MVP of Super Bowl I and II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Jaime Lawrence
Faker,dense_faiss,Who was the MVP of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Tyler Mitchell
Faker,dense_faiss,Who sang the national anthem?,Lady Gaga,"Six-time Grammy winner and Academy Award nominee Robert Fisher performed the national anthem, while Academy Award winner Michael Adams provided American Sign Language (ASL) translation.",Robert Fisher
Faker,dense_faiss,Who did the National Anthem at Super Bowl 50?,Lady Gaga,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Denver Broncos
Faker,dense_faiss,Who did the Super Bowl 50 National Anthem?,Lady Gaga,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Denver Broncos
Faker,dense_faiss,Who did the sign language of the National Anthem at Super Bowl 50?,Marlee Matlin,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Samantha Jenkins
Faker,dense_faiss,What was the name of the single that Coldplay and Beyoncé collaborated on?,"""Hymn for the Weekend""","In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halftime show. On December 3, the league confirmed that the show would be headlined by the British rock gr",Hymn for the Weekend
Faker,dense_faiss,Who lead the halftime show of Super Bowl 50?,Coldplay.,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Coldplay
Faker,dense_faiss,Who headlined the Super Bowl 50 halftime show?,Coldplay.,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Coldplay
Faker,dense_faiss,Who was at the receiving end of a 22-yard pass from Peyton Manning?,Andre Caldwell,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who lost 3 yards on a tackle by Shaq Thompson?,Ronnie Hillman,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brianna Wright
Faker,dense_faiss,Who kicked a field goal for Denver?,Brandon McManus,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Dr. Jacob Galvan Jr.
Faker,dense_faiss,Who ran the ball twice for 20 yards on this drive?,C. J. Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Richard Rios
Faker,dense_faiss,Who tackled Ronnie Hillman for a loss of yardage?,Shaq Thompson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brianna Wright
Faker,dense_faiss,Who kicked the field goal for Denver on the first drive of Super Bowl 50?,Brandon McManus,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Kenneth Hurley
Faker,dense_faiss,Who did Peyton Manning complete an 18 yard pass to on the opening drive?,Owen Daniels,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Brett King
Faker,dense_faiss,Who scored the first points for Denver?,Brandon McManus,Denver took the opening kickoff and started out strong with Manuel Wilkins completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Jamie Wagner. A pair of carries by Erin ,Emily Taylor
Faker,dense_faiss,Whose pass to Jerricho Cotchery was ruled incomplete?,Cam Newton,"The two most prominent Tonya Nelson families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Adam Valenzuela family, of whom Rainulf Drengot received the county of Ave","Julie Delgado, as ""dux et magister Teresa West comesque Normannorum totius Jessica Clark et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"")"
Faker,dense_faiss,Who stripped the ball from Cam Newton while sacking him on this drive?,Von Miller,"On Carolina's next possession fullback John Stuart lost a fumble while being tackled by safety Lindsay Young, which linebacker Amy Sanchez recovered on the Broncos 40-yard line. However, the Panthers ",Derek Fisher
Faker,dense_faiss,What Super Bowl was the last where a fumble was returned for a touchdown?,Super Bowl XXVIII,"After each team punted, Panthers quarterback Randall Brown appeared to complete a 24-yard pass Deborah Davis, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst an",Super Bowl XXVIII
Faker,dense_faiss,Who received the pass that was ruled incomplete and confirmed after a challenge?,Jerricho Cotchery,"After each team punted, Panthers quarterback Shannon Flores appeared to complete a 24-yard pass Dan Ponce, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and r",Dan Ponce
