anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Baseline,dense_numpy,What Super Bowl was the last where a fumble was returned for a touchdown?,Super Bowl XXVIII,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Super Bowl XXVIII
Baseline,dense_numpy,Who received the pass that was ruled incomplete and confirmed after a challenge?,Jerricho Cotchery,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_numpy,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?",Von Miller,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_numpy,Who received the ball that cam Newton lost during a tackle to make it a Denver touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_numpy,Who sacked Newton a few plays after the challenge?,Von Miller,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_numpy,Who recovered the fumble and ran the ball in for a touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_numpy,Who ran for a Carolina touchdown to make the score 10–7?,Jonathan Stewart,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_numpy,Who punted the ball for Carolina?,Brad Nortman,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Denver
Baseline,dense_numpy,Who got a touchdown making the score 10-7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_numpy,Who got a 61-yard return when players thought he called for a fair catch but did not?,Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Stewart finished the",Jordan Norwood
Baseline,dense_numpy,Who scored the Panthers first touchdown? ,Jonathan Stewart,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Ted Ginn Jr.
Baseline,dense_numpy,Who tackled Mike Tolbert and caused a fumble?,Darian Stewart,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Darian Stewart
Baseline,dense_numpy,Who was sacked as the first half clock expired?,Newton,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Newton
Baseline,dense_numpy,Who sacked Cam Newton at the end of the half?,DeMarcus Ware,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_numpy,Who fumbled the ball when tackled by Darian Stewart?,Mike Tolbert,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Mike Tolbert
Baseline,dense_numpy,Who tipped Peyton's pass for an interception?,Kony Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_numpy,Who tackled the Carolina Panthers' quarterback just before the end of the first half?,DeMarcus Ware,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Darian Stewart
Baseline,dense_numpy,Who recovered Tolbert's fumble?,Danny Trevathan,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Danny Trevathan
Baseline,dense_numpy,"Who intercepted a Manning pass, giving the ball back to the Panthers?",Kony Ealy,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Kony Ealy
Baseline,dense_numpy,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_numpy,Who was on the receiving end of a 45-yard pass from Cam Newton?,Ted Ginn Jr.,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_numpy,Who missed a field goal for the Panthers?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Graham Gano
Baseline,dense_numpy,Who picked off Cam Newton and subsequently fumbled the ball?,T. J. Ward,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_numpy,Who did Newton complete a 45 yard pass to on the opening drive of the second half?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Ted Ginn Jr.
Baseline,dense_numpy,Who recovered Ward's fumble?,Trevathan,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_numpy,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr.,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_numpy,Who hit the goal post on a field goal attempt?,Graham Gano,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Ward
Baseline,dense_numpy,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Emmanuel Sanders
Baseline,dense_numpy,Who recovered a Manning fumble?,Ealy,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_numpy,Who caught a 16-yard pass on this drive?,Devin Funchess,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_numpy,Who had a 12-yard rush on this drive?,Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_numpy,Who knocked the ball out of Manning's hands on the next play?,Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Ward
Baseline,dense_numpy,Where was the ball recovered?,50-yard line.,"Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various iss",under Baltimore Ravens kicker Justin Tucker
Baseline,dense_numpy,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Miller
Baseline,dense_numpy,Who fumbled the ball on 3rd-and-9?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Newton
Baseline,dense_numpy,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_numpy,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Miller
Baseline,dense_numpy,Who recovered the strip ball?,wards,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Danny Trevathan
Baseline,dense_numpy,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Miller
Baseline,dense_numpy,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jackson
Baseline,dense_numpy,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jackson
Baseline,dense_numpy,Who was the game's leading rusher?,Anderson,Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. ,C. J. Anderson
Baseline,dense_numpy,Who was the game's top receiver?,Sanders,"Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six ",Demaryius Thomas
Baseline,dense_numpy,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held,Peyton
Baseline,dense_numpy,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck H",Martin
Baseline,dense_numpy,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Stewart finished the",Jordan Norwood
Baseline,dense_numpy,Who is the only quarterback to win a Super Bowl with two teams?,Manning,Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held,Peyton Manning
Baseline,dense_numpy,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was Maria Skłodowska-Curie, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize.",Maria Skodowska-Curie
Baseline,dense_numpy,Who was Frédéric Chopin?,Famous musicians,"One of the most famous people born in Warsaw was Maria Skłodowska-Curie, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize.",Famous musicians
Baseline,dense_numpy,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects Marek Budzyński and Zbigniew Badowski and opened on 15 D",Irena Bajerska
Baseline,dense_numpy,Where is the Congress Hall located?,in the Palace of Culture and Science,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies",Warsaw
Baseline,dense_numpy,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in Ogród Saski (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Momus, Warsaw's first literary cabaret,",Ogród Saski
Baseline,dense_numpy,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",the depths of the oceans and seas
Baseline,dense_numpy,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",on the coast of Denmark
Baseline,dense_numpy,Where was the famous artist Tamara de Lempicka born?,Warsaw,Tamara de Lempicka was a famous artist born in Warsaw. She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki. Better than anyone else she represen,Warsaw
Baseline,dense_numpy,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,Tamara de Lempicka was a famous artist born in Warsaw. She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki. Better than anyone else she represen,Isaac Bashevis Singer
Baseline,dense_numpy,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the ",King Sigismund III Vasa
Baseline,dense_numpy,Who was Warsz?,12th/13th-century nobleman,"Warsaw's name in the Polish language is Warszawa, approximately /vɑːrˈʃɑːvə/ (also formerly spelled Warszewa and Warszowa), meaning ""belonging to Warsz"", Warsz being a shortened form of the masculine ",a 12th/13th-century nobleman
Baseline,dense_numpy,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",Warszawa
Baseline,dense_numpy,Who was Boleslaw II of Masovia?,The Prince of Płock,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar",The Prince of Pock
Baseline,dense_numpy,Who did Warsaw serve as the seat for in 1529?,General Sejm,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the ",General Sejm
Baseline,dense_numpy,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",the Warsaw Voivode
Baseline,dense_numpy,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"John Paul II's visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after ",Victory Square
Baseline,dense_numpy,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,the Park of Culture and Rest in Powsin
Baseline,dense_numpy,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies",Warsaw City Council
Baseline,dense_numpy,Who was the Norse leader?,Rollo,"Before Rollo's arrival, its populations did not differ from Picardy or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided bet",Norse
Baseline,dense_numpy,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",William II
Baseline,dense_numpy,Who ruled the duchy of Normandy,Richard I,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King Charles III of West Francia
Baseline,dense_numpy,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from Picardy or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided bet",Rollo
Baseline,dense_numpy,Where was the Archangel Michael shrine located?,Monte Gargano,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin","at the ramparts of the Old Town, commemorates the children who served as messengers and frontline troops in the Warsaw Uprising, while the impressive Warsaw Uprising Monument by Wincenty Kuma was erected in memory of the largest insurrection of World War II."
Baseline,dense_numpy,What was the name of the leader ennobled by Henry III,Drogo,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",Drogo
Baseline,dense_numpy,Who was Count of Melfi,William Iron Arm,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",William Iron Arm
Baseline,dense_numpy,Who controlled Sicily before the Normans?,Saracens,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",Saracens and Byzantines
Baseline,dense_numpy,Where was William Iron Arm's castle located?,Squillace,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Hereford
Baseline,dense_numpy,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Norman mercenaries were f","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Baseline,dense_numpy,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"One of the first Norman mercenaries to serve as a Byzantine general was Hervé in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They we",Alexius Komnenos
Baseline,dense_numpy,What was the name of the Norman castle?,Afranji,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",Principality of Antioch
Baseline,dense_numpy,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",Guaimar IV of Salerno
Baseline,dense_numpy,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Norman mercenaries were f",Sicily
Baseline,dense_numpy,Who was Robert's son?,Bohemond,"Normans came into Scotland, building castles and founding noble families who would provide some future kings, such as Robert the Bruce, as well as founding a considerable number of the Scottish clans.",Máel Coluim mac Alaxandair
Baseline,dense_numpy,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Norman army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some time la",the Adriatic
Baseline,dense_numpy,Who did Emma Marry?,King Ethelred II,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke Richard II of Normandy
Baseline,dense_numpy,Who was Emma's brother?,Duke Richard II,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke Richard II of Normandy
Baseline,dense_numpy,Who was Edward the Confessor's half-brother?,Harthacnut,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Harthacnut
Baseline,dense_numpy,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Robert of Jumièges
Baseline,dense_numpy,Where did Harold II die?,Battle of Hastings,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",Battle of Hastings
Baseline,dense_numpy,Who killed Harold II? ,William II,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",Duke William II of Normandy
Baseline,dense_numpy,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""",King Charles III of West Francia
Baseline,dense_numpy,Who was Margaret's husband?,King Malcolm III of Scotland,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Richard the Lion-Heart
Baseline,dense_numpy,Who was the hostage?,Duncan,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",Isaac Komnenos
Baseline,dense_numpy,Who did Alexander I marry?,Sybilla of Normandy,"Tesla never married; he said his chastity was very helpful to his scientific abilities.:33 However, toward the end of his life, he told a reporter, ""Sometimes I feel that by not marrying, I made too g","women vying for Tesla's affection, even some madly in love with him"
Baseline,dense_numpy,Where was Ralph earl of?,Hereford,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",Hereford
Baseline,dense_numpy,Who was Ralph in charge of being at war with?,the Welsh,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",the Welsh
Baseline,dense_numpy,Who made Ralph earl?,Edward the Confessor,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",Edward the Confessor
Baseline,dense_numpy,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a Norman principality in Antioch. They were major foreign participants in the Recon,William of Montreuil
Baseline,dense_numpy,What was the name of Bohemond's nephew?,Tancred,"In 1096, Crusaders passing by the siege of Amalfi were joined by Bohemond of Taranto and his nephew Tancred with an army of Italo-Normans. Bohemond was the de facto leader of the Crusade during its pa",Tancred
Baseline,dense_numpy,Who was Richard's fiancee?,Berengaria,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Berengaria of Navarre
Baseline,dense_numpy,Who ruled Cyprus in 1191?,Isaac Komnenos,"Bethencourt took the title of King of the Canary Islands, as vassal to Henry III of Castile. In 1418, Jean's nephew Maciot de Bethencourt sold the rights to the islands to Enrique Pérez de Guzmán, 2nd",Enrique Pérez de Guzmán
Baseline,dense_numpy,Who was Guy's Rival?,Conrad of Montferrat,"Tesla was a good friend of Francis Marion Crawford, Robert Underwood Johnson, Stanford White, Fritz Lowenstein, George Scherff, and Kenneth Swezey. In middle age, Tesla became a close friend of Mark T",George Scherff
Baseline,dense_numpy,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Guy de Lusignan. All declared their support for Richard provided that he support Guy against his rival Conrad of Mo",Guy de Lusignan
Baseline,dense_numpy,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Richard the Lion-Heart
Baseline,dense_numpy,Who became the King of the Canary Islands?,Bethencourt,"Bethencourt took the title of King of the Canary Islands, as vassal to Henry III of Castile. In 1418, Jean's nephew Maciot de Bethencourt sold the rights to the islands to Enrique Pérez de Guzmán, 2nd",Bethencourt
Baseline,dense_numpy,Who bought the rights?,Enrique Pérez de Guzmán,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Robert Lane and Benjamin Vail
Baseline,dense_numpy,Who sold the rights?,Maciot de Bethencourt,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",Tesla
Baseline,dense_numpy,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. Norman customary law was tra,in the Channel Islands
Baseline,dense_numpy,Who used the church to unify themselves?,dukes,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",monks
Baseline,dense_numpy,Who commissioned the Tapestry?,Odo,"By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing n",Odo
Baseline,dense_numpy,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,Normandy was the site of several important developments in the history of classical music in the 11th century. Fécamp Abbey and Saint-Evroul Abbey were centres of musical production and education. At ,William of Volpiano and John of Ravenna
Baseline,dense_numpy,Where did the monks flee to?,southern Italy,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",southern Italy
Baseline,dense_numpy,Who patronized the monks in Italy? ,Robert Guiscard,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",Robert Guiscard
Baseline,dense_numpy,Who did Tesla work for in the 1880s?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_numpy,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City. He soon struck out on his own with financial ,George Westinghouse
Baseline,dense_numpy,Who licensed Tesla's induction motor?,George Westinghouse,"In July 1888, Brown and Peck negotiated a licensing deal with George Westinghouse for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per",George Westinghouse
