anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,dense_numpy,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by [PERSON], is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. On",on the coast of Denmark
Placeholder,dense_numpy,Where was the famous artist Tamara de Lempicka born?,Warsaw,"One of the most famous people born in Warsaw was [PERSON], who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous musici",elazowa Wola
Placeholder,dense_numpy,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,[PERSON] was a famous artist born in Warsaw. She was born [PERSON] in Warsaw to wealthy parents and in 1916 married a Polish lawyer [PERSON]. Better than anyone else she represented the Art Deco style,[PERSON]
Placeholder,dense_numpy,Who ranked Warsaw as the 32nd most liveable city in the world?,Economist Intelligence Unit,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Economist Intelligence Unit
Placeholder,dense_numpy,What is the name of the European Union agency for external border security?,Frontex,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Frontex
Placeholder,dense_numpy,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General [PERSON], permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",King Sigismund III Vasa
Placeholder,dense_numpy,Who was Warsz?,12th/13th-century nobleman,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",a fisherman
Placeholder,dense_numpy,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",[PERSON]
Placeholder,dense_numpy,Who was Boleslaw II of Masovia?,The Prince of Płock,"The two most prominent [PERSON] families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the [PERSON] family, of whom Rainulf Drengot received the county of Aversa, the fi",Duke of Apulia and Calabria
Placeholder,dense_numpy,Who did Warsaw serve as the seat for in 1529?,General Sejm,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and [PERSON] (12th/13th century). After [PERSON] was raided by nearby clans and dukes, a new sim",Masovian Duchy
Placeholder,dense_numpy,Whose army liberated Warsaw in 1806?,Napoleon's,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",the Red Army
Placeholder,dense_numpy,Who set up what became the Second Polish Republic?,underground leader Piłsudski,"The first historical reference to Warsaw dates back to the year 1313, at a time when Kraków served as the Polish capital city. Due to its central location between the Polish–Lithuanian Commonwealth's ",King Sigismund III Vasa
Placeholder,dense_numpy,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"In 1529, Warsaw for the first time became the seat of the General [PERSON], permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",the Crown of the Kingdom of Poland
Placeholder,dense_numpy,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"[PERSON] visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after becomi",Victory Square
Placeholder,dense_numpy,Where is the lowest point of Warsaw located?,at the right bank of the Vistula,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany. The city straddles the Vi","at the right bank of the Vistula, by the eastern border of Warsaw"
Placeholder,dense_numpy,Where can Aeolian sand with a number of dunes be found?,plain Vistula terraces,The plain moraine plateau has only a few natural and artificial ponds and also groups of clay pits. The pattern of the Vistula terraces is asymmetrical. The left side consist mainly of two levels: the,forested areas (pine forest)
Placeholder,dense_numpy,What was the name of the infamous German Gestapo prison?,Pawiak,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",Pawiak
Placeholder,dense_numpy,Who does the statue of Little Insurgent commemorate?,children,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",children who served as messengers and frontline troops in the Warsaw Uprising
Placeholder,dense_numpy,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",New Orangery
Placeholder,dense_numpy,Where was the first horse racetrack located?,Pole Mokotowskie,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",Pole Mokotowskie
Placeholder,dense_numpy,Where is Bielany Forest located?,within the borders of Warsaw,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,within the borders of Warsaw
Placeholder,dense_numpy,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council ([PERSON]), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies, t",Warsaw City Council
Placeholder,dense_numpy,Who was the first Warsaw President?,Jan Andrzej Menich,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",[PERSON] (1695–1696)
Placeholder,dense_numpy,Who has elected the President of Warsaw since 1990?,the City council,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",City council
Placeholder,dense_numpy,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,"Warsaw's first stock exchange was established in 1817 and continued trading until World War II. It was re-established in April 1991, following the end of the post-war communist control of the country ",Polish United Workers' Party
Placeholder,dense_numpy,Who bought the factory in 2005?,AvtoZAZ,"The FSO Car Factory was established in 1951. A number of vehicles have been assembled there over the decades, including the Warszawa, Syrena, Fiat 125p (under license from Fiat, later renamed FSO 125p",AvtoZAZ
Placeholder,dense_numpy,Where does Warsaw rank in terms of population in the EU?,9th,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",9th
Placeholder,dense_numpy,Who was the Norse leader?,Rollo,"The Normans ([PERSON]: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse ",King [PERSON] of West Francia
Placeholder,dense_numpy,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke [PERSON] of Normandy conquered England killing [PERSON] at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. Th",[PERSON] of Normandy
Placeholder,dense_numpy,Who ruled the duchy of Normandy,Richard I,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",[PERSON] I of Normandy
Placeholder,dense_numpy,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King [PERSON] of West Francia
Placeholder,dense_numpy,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from [PERSON] or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided be",Rollo
Placeholder,dense_numpy,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",the Archangel Michael
Placeholder,dense_numpy,Where was the Archangel Michael shrine located?,Monte Gargano,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Monte Gargano
Placeholder,dense_numpy,What was the name of the leader ennobled by Henry III,Drogo,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",[PERSON] I of Normandy
Placeholder,dense_numpy,Who was Count of Melfi,William Iron Arm,"The two most prominent [PERSON] families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the [PERSON] family, of whom Rainulf Drengot received the county of Aversa, the fi",Rainulf Drengot
Placeholder,dense_numpy,Who controlled Sicily before the Normans?,Saracens,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous [PERSON], a Hauteville, and his younger brother [PERSON]. [PERSON]'s son, [PERS",the Saracens
Placeholder,dense_numpy,Where was William Iron Arm's castle located?,Squillace,"Various princes of the Holy Land arrived in Limassol at the same time, in particular [PERSON]. All declared their support for [PERSON] provided that he support [PERSON] against his rival Conrad of Mon",Limassol
Placeholder,dense_numpy,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. [PERSON] mercenaries were","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Placeholder,dense_numpy,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"The two most prominent [PERSON] families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the [PERSON] family, of whom Rainulf Drengot received the county of Aversa, the fi","emperor [PERSON] legally ennobled the Hauteville leader, [PERSON], as ""dux et magister [PERSON] comesque Normannorum totius [PERSON] et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"") in 1047"
Placeholder,dense_numpy,What was the name of the Norman castle?,Afranji,"The Normans ([PERSON]: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse ",Normandy
Placeholder,dense_numpy,Who was the leader when the Franks entered the Euphrates valley?,Oursel,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Oursel
Placeholder,dense_numpy,Who did the Normans team up with in Anatolia?,Turkish forces,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Turkish forces
Placeholder,dense_numpy,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent [PERSON] families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the [PERSON] family, of whom Rainulf Drengot received the county of Aversa, the fi",Rainulf Drengot
Placeholder,dense_numpy,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"A few years after the First Crusade, in 1107, the Normans under the command of [PERSON], [PERSON]'s son, landed in [PERSON] and besieged Dyrrachium using the most sophisticated military equipment of t",Deabolis
Placeholder,dense_numpy,Who was Robert's son?,Bohemond,"Normans came into Scotland, building castles and founding noble families who would provide some future kings, such as [PERSON], as well as founding a considerable number of the Scottish clans. King Da",King David I of Scotland
Placeholder,dense_numpy,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large [PERSON] army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some time ",the Adriatic
Placeholder,dense_numpy,Who did Emma Marry?,King Ethelred II,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,Who was Emma's brother?,Duke Richard II,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,To where did Ethelred flee?,Normandy,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
Placeholder,dense_numpy,Who kicked Ethelred out?,Sweyn Forkbeard,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Sweyn Forkbeard
Placeholder,dense_numpy,Who was Edward the Confessor's half-brother?,Harthacnut,"When finally [PERSON] the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother [PERSON], he brought with him a [PERSON]-educated mind. He also brought many [PERSO",[PERSON]
Placeholder,dense_numpy,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"When finally [PERSON] the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother [PERSON], he brought with him a [PERSON]-educated mind. He also brought many [PERSO",the Timid earl of Hereford
Placeholder,dense_numpy,Where did Harold II die?,Battle of Hastings,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
Placeholder,dense_numpy,Who killed Harold II? ,William II,"Even before [PERSON] of England, the Normans had come into contact with Wales. [PERSON] the Confessor had set up the aforementioned [PERSON] as [PERSON] of Hereford and charged him with defending the ",[PERSON] of Hereford
Placeholder,dense_numpy,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"In 1066, Duke [PERSON] of Normandy conquered England killing [PERSON] at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. Th",Anglo-Saxons
Placeholder,dense_numpy,Who was Margaret's brother?,Edgar,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke [PERSON] of Normandy
Placeholder,dense_numpy,Who was Margaret's husband?,King Malcolm III of Scotland,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,Who was the hostage?,Duncan,"One of the claimants of the English throne opposing [PERSON], [PERSON], eventually fled to Scotland. King [PERSON] of Scotland married [PERSON]'s sister [PERSON], and came into opposition to [PERSON] ",[PERSON]
Placeholder,dense_numpy,Who did Alexander I marry?,Sybilla of Normandy,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,Where was Ralph earl of?,Hereford,"When finally [PERSON] the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother [PERSON], he brought with him a [PERSON]-educated mind. He also brought many [PERSO",Hereford
Placeholder,dense_numpy,Who was Ralph in charge of being at war with?,the Welsh,"Various princes of the Holy Land arrived in Limassol at the same time, in particular [PERSON]. All declared their support for [PERSON] provided that he support [PERSON] against his rival Conrad of Mon",Conrad of Montferrat
Placeholder,dense_numpy,Who made Ralph earl?,Edward the Confessor,"By far the most famous work of [PERSON] art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first [PERSON] of Kent, emplo",Odo
Placeholder,dense_numpy,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a [PERSON] principality in Antioch. They were major foreign participants in the Rec,[PERSON] of Montreuil
Placeholder,dense_numpy,What was the name of Bohemond's nephew?,Tancred,"When finally [PERSON] the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother [PERSON], he brought with him a [PERSON]-educated mind. He also brought many [PERSO",Count of Boulogne
Placeholder,dense_numpy,Who was Richard's fiancee?,Berengaria,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,Who ruled Cyprus in 1191?,Isaac Komnenos,"Various princes of the Holy Land arrived in Limassol at the same time, in particular [PERSON]. All declared their support for [PERSON] provided that he support [PERSON] against his rival Conrad of Mon",[PERSON]
Placeholder,dense_numpy,Who was Guy's Rival?,Conrad of Montferrat,"With [PERSON] having been a linebacker with the Chicago Bears in Super Bowl XX, and [PERSON] replacing [PERSON] at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first S",[PERSON]
Placeholder,dense_numpy,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"Various princes of the Holy Land arrived in Limassol at the same time, in particular [PERSON]. All declared their support for [PERSON] provided that he support [PERSON] against his rival Conrad of Mon",[PERSON]
Placeholder,dense_numpy,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,dense_numpy,Who became the King of the Canary Islands?,Bethencourt,"[PERSON] took the title of King of the Canary Islands, as vassal to [PERSON] of Castile. In 1418, [PERSON]'s nephew [PERSON] sold the rights to the islands to [PERSON], 2nd Count de Niebla.",[PERSON]
Placeholder,dense_numpy,Who bought the rights?,Enrique Pérez de Guzmán,"The mid 1890s saw the conglomerate General Electric, backed by financier [PERSON], involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was ",Westinghouse Electric
Placeholder,dense_numpy,Who sold the rights?,Maciot de Bethencourt,"[PERSON] took the title of King of the Canary Islands, as vassal to [PERSON] of Castile. In 1418, [PERSON]'s nephew [PERSON] sold the rights to the islands to [PERSON], 2nd Count de Niebla.",[PERSON]'s nephew
Placeholder,dense_numpy,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. [PERSON] customary law was t,in the Channel Islands
Placeholder,dense_numpy,Who used the church to unify themselves?,dukes,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",monks of [PERSON]
Placeholder,dense_numpy,Who commissioned the Tapestry?,Odo,"By far the most famous work of [PERSON] art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first [PERSON] of Kent, emplo",Odo
Placeholder,dense_numpy,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",[PERSON]
Placeholder,dense_numpy,Where did the monks flee to?,southern Italy,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",southern Italy
Placeholder,dense_numpy,Who patronized the monks in Italy? ,Robert Guiscard,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",[PERSON]
Placeholder,dense_numpy,Who did Tesla work for in the 1880s?,Thomas Edison,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial",Western Union
Placeholder,dense_numpy,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,dense_numpy,Where did Tesla work with Edison?,New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works on Manhattan's lower east side
Placeholder,dense_numpy,Who licensed Tesla's induction motor?,George Westinghouse,"In July 1888, [PERSON] and [PERSON] negotiated a licensing deal with [PERSON] for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC ",[PERSON]
Placeholder,dense_numpy,Other than New York where did Tesla conduct experiments?,Colorado Springs,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Placeholder,dense_numpy,Where was his unfinished project called?,Wardenclyffe Tower project,"During the same year, Tesla wrote a treatise, The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media, concerning charged particle beam weapons. Tesla published the document",The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media
Placeholder,dense_numpy,Where did Tesla live for much of his life?,New York hotels,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",in a series of New York hotels
Placeholder,dense_numpy,Who did Tesla credit for his abilities?,his mother's genetics,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,dense_numpy,Where did Tesla believe his talents came from?,his mother's genetics and influence,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,telephony and electrical engineering
Placeholder,dense_numpy,Where did the family move in 1862?,"Gospić, Austrian Empire","The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
Placeholder,dense_numpy,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to [PERSON], to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher [PERSON] Sekulić.:32 The classes were held in German, as it was a ",math teacher [PERSON] Sekuli
Placeholder,dense_numpy,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"Tesla was a good friend of [PERSON], [PERSON], [PERSON], [PERSON], [PERSON], and [PERSON]. In middle age, Tesla became a close friend of [PERSON]; they spent a lot of time together in his lab and else","[PERSON], a poet, writer, mystic, and later, a Nazi propagandist"
Placeholder,dense_numpy,Where did Tesla return to in 1873?,Smiljan,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,dense_numpy,Where did Tesla run to avoid the army draft?,Tomingaj,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Tomingaj
Placeholder,dense_numpy,Whose works helped Tesla recover from illness?,Mark Twain,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment o",Tesla's father
Placeholder,dense_numpy,Where was Austrian Polytechnic located?,"Graz, Austria","In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Prague
Placeholder,dense_numpy,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"In 1870, Tesla moved to [PERSON], to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher [PERSON] Sekulić.:32 The classes were held in German, as it was a ",Higher Real Gymnasium
Placeholder,dense_numpy,Where did Tesla go upon leaving Gospic?,Prague,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment o",Smiljan
Placeholder,dense_numpy,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Charles-Ferdinand University
Placeholder,dense_numpy,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"In 1952, following pressure from Tesla's nephew, [PERSON], Tesla's entire estate was shipped to Belgrade in 80 trunks marked [PERSON] In 1957, Kosanović's secretary [PERSON] transported Tesla's ashes ",Kosanovi's secretary
Placeholder,dense_numpy,Where did Tesla move in 1881?,Budapest,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,dense_numpy,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial",Western Union
Placeholder,dense_numpy,Where did Tesla work in Budapest?,a telegraph company,"In 1881, Tesla moved to Budapest to work under [PERSON] at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not functio",the Budapest Telephone Exchange
Placeholder,dense_numpy,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under [PERSON] at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not functio",the Budapest Telephone Exchange
Placeholder,dense_numpy,Where was the Continental Edison Company located? ,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Placeholder,dense_numpy,"In June 1884, where did Tesla relocate? ",New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,dense_numpy,Who hired Tesla when he moved to New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",[PERSON]
Placeholder,dense_numpy,Where did Tesla begin working in 1884?,Edison Machine Works,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,dense_numpy,Where did Tesla begin a new job at in 1882?,Continental Edison Company,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",his Edison Machine Works on Manhattan's lower east side
Placeholder,dense_numpy,Where was the  Continental Edison Company located?,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Placeholder,dense_numpy,Who hired Tesla in New York?,Thomas Edison,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial",[PERSON]
Placeholder,dense_numpy,Where was Edison Machine Works located?,Manhattan's lower east side,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Manhattan's lower east side
Placeholder,dense_numpy,Who did Tesla partner with in 1886?,Robert Lane and Benjamin Vail,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial","[PERSON], a Western Union superintendent, and New York attorney [PERSON]"
Placeholder,dense_numpy,What was the name of the company the businessmen financed? ,Tesla Electric Light & Manufacturing,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",Tesla Electric Light & Manufacturing
Placeholder,dense_numpy,Who designed the illumination systems that Tesla Electric Light & Manufacturing installed?,Tesla,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",Tesla
