anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Faker,dense_numpy,Whose pass to Jerricho Cotchery was ruled incomplete?,Cam Newton,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ","Rainulf Drengot received the county of Aversa, the first James Roach toehold in the south, from Duke Sergius IV of Naples in 1030"
Faker,dense_numpy,Who stripped the ball from Cam Newton while sacking him on this drive?,Von Miller,"On Carolina's next possession fullback Brittany Taylor lost a fumble while being tackled by safety Rachel Brown, which linebacker Vincent Jefferson recovered on the Broncos 40-yard line. However, the ",Francisco Warren
Faker,dense_numpy,What Super Bowl was the last where a fumble was returned for a touchdown?,Super Bowl XXVIII,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Super Bowl XXVIII
Faker,dense_numpy,Who received the pass that was ruled incomplete and confirmed after a challenge?,Jerricho Cotchery,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",Patrick Lee
Faker,dense_numpy,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?",Von Miller,"On Carolina's next possession fullback Jean Carr lost a fumble while being tackled by safety Thomas Hutchinson, which linebacker Jason Fox recovered on the Broncos 40-yard line. However, the Panthers ",Mikayla Carroll
Faker,dense_numpy,Who received the ball that cam Newton lost during a tackle to make it a Denver touchdown?,Malik Jackson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alexis Allen stripped the ball aw",Valerie Davis
Faker,dense_numpy,Who sacked Newton a few plays after the challenge?,Von Miller,"On Carolina's next possession fullback Brittany Taylor lost a fumble while being tackled by safety Rachel Brown, which linebacker Vincent Jefferson recovered on the Broncos 40-yard line. However, the ",Francisco Warren
Faker,dense_numpy,Who recovered the fumble and ran the ball in for a touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Melissa Williams
Faker,dense_numpy,Who ran for a Carolina touchdown to make the score 10–7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Jeffery Jenkins stripped the ball",Wayne Ramos
Faker,dense_numpy,Who punted the ball for Carolina?,Brad Nortman,"On Carolina's next possession fullback Curtis Ballard lost a fumble while being tackled by safety Sarah Sparks, which linebacker Jacob Black recovered on the Broncos 40-yard line. However, the Panther",Denver
Faker,dense_numpy,Who got a touchdown making the score 10-7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",Mary Davis
Faker,dense_numpy,Who got a 61-yard return when players thought he called for a fair catch but did not?,Jordan Norwood,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Lisa Chapman stripped the ball aw",Melissa Crosby
Faker,dense_numpy,Who scored the Panthers first touchdown? ,Jonathan Stewart,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Michelle Weaver MD on the Denver 35-yard line on their second offensive play. But ,Michelle Weaver MD
Faker,dense_numpy,Who tackled Mike Tolbert and caused a fumble?,Darian Stewart,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Robert Powell
Faker,dense_numpy,Who was sacked as the first half clock expired?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",Newton
Faker,dense_numpy,Who sacked Cam Newton at the end of the half?,DeMarcus Ware,"On Carolina's next possession fullback Jean Carr lost a fumble while being tackled by safety Thomas Hutchinson, which linebacker Jason Fox recovered on the Broncos 40-yard line. However, the Panthers ",Mikayla Carroll
Faker,dense_numpy,Who fumbled the ball when tackled by Darian Stewart?,Mike Tolbert,"On Carolina's next possession fullback Jean Carr lost a fumble while being tackled by safety Thomas Hutchinson, which linebacker Jason Fox recovered on the Broncos 40-yard line. However, the Panthers ",Jean Carr
Faker,dense_numpy,Who tipped Peyton's pass for an interception?,Kony Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",Alejandro Barnett
Faker,dense_numpy,Who tackled the Carolina Panthers' quarterback just before the end of the first half?,DeMarcus Ware,"On Carolina's next possession fullback Jean Carr lost a fumble while being tackled by safety Thomas Hutchinson, which linebacker Jason Fox recovered on the Broncos 40-yard line. However, the Panthers ",Thomas Hutchinson
Faker,dense_numpy,Who recovered Tolbert's fumble?,Danny Trevathan,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Melissa Williams
Faker,dense_numpy,"Who intercepted a Manning pass, giving the ball back to the Panthers?",Kony Ealy,"On Carolina's next possession fullback Jean Carr lost a fumble while being tackled by safety Thomas Hutchinson, which linebacker Jason Fox recovered on the Broncos 40-yard line. However, the Panthers ",Jason Mckinney
Faker,dense_numpy,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,"On Carolina's next possession fullback Rachel Hill lost a fumble while being tackled by safety Shawn Gilmore, which linebacker Laura Fletcher recovered on the Broncos 40-yard line. However, the Panthe",Gabrielle Huerta
Faker,dense_numpy,Who was on the receiving end of a 45-yard pass from Cam Newton?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Joseph Myers on the Denver 35-yard line on their second offensive play. But the Br,Joseph Myers
Faker,dense_numpy,Who missed a field goal for the Panthers?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Michelle Weaver MD on the Denver 35-yard line on their second offensive play. But ,Brian Rangel
Faker,dense_numpy,Who picked off Cam Newton and subsequently fumbled the ball?,T. J. Ward,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Robert Powell
Faker,dense_numpy,Who did Newton complete a 45 yard pass to on the opening drive of the second half?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Tiffany Jones on the Denver 35-yard line on their second offensive play. But the B,Tiffany Jones
Faker,dense_numpy,Who recovered Ward's fumble?,Trevathan,"After each team punted, Panthers quarterback Christian Anderson appeared to complete a 24-yard pass Joseph Hill, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst",Molly Bowman
Faker,dense_numpy,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Tiffany Jones on the Denver 35-yard line on their second offensive play. But the B,Tiffany Jones
Faker,dense_numpy,Who hit the goal post on a field goal attempt?,Graham Gano,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Lisa Chapman stripped the ball aw",Melissa Crosby
Faker,dense_numpy,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Nunez finished the d",Jennifer Simon
Faker,dense_numpy,Who recovered a Manning fumble?,Ealy,"After each team punted, Panthers quarterback Douglas Rodriguez appeared to complete a 24-yard pass Kaitlyn Collins DDS, but the call was ruled an incompletion and upheld after a replay challenge. CBS ",Melissa Thompson
Faker,dense_numpy,Who caught a 16-yard pass on this drive?,Devin Funchess,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Julie Miller stripped the ball aw",Nicholas Lester
Faker,dense_numpy,Who had a 12-yard rush on this drive?,Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Richard Garcia stripped the ball ",Jason Hall
Faker,dense_numpy,Who knocked the ball out of Manning's hands on the next play?,Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",William Rios
Faker,dense_numpy,Where was the ball recovered?,50-yard line.,"Concerns were raised over whether Nathan Watson's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to va",under Baltimore Ravens kicker Eric Baker
Faker,dense_numpy,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"After each team punted, Panthers quarterback Brandon Lewis appeared to complete a 24-yard pass Jeffrey Barber, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Hernandez
Faker,dense_numpy,Who fumbled the ball on 3rd-and-9?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",Newton
Faker,dense_numpy,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"Ryan Leach finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Stephen Hester threw for 1,967 yards, 10 touchdowns",Dana Estrada
Faker,dense_numpy,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Diana Novak stripped the ball awa",Diana Novak
Faker,dense_numpy,Who recovered the strip ball?,wards,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Alejandro Barnett stripped the ba",William Rios
Faker,dense_numpy,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Lisa Chapman stripped the ball aw",Chapman
Faker,dense_numpy,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Lisa Chapman stripped the ball aw",Crosby
Faker,dense_numpy,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"After each team punted, Panthers quarterback Marcus Bradley appeared to complete a 24-yard pass Kristen Morrison, but the call was ruled an incompletion and upheld after a replay challenge. CBS analys",Williams
Faker,dense_numpy,Who was the game's leading rusher?,Anderson,"Ryan Leach finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Stephen Hester threw for 1,967 yards, 10 touchdowns",Natalie Davis
Faker,dense_numpy,Who was the game's top receiver?,Sanders,"Ryan Leach finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Stephen Hester threw for 1,967 yards, 10 touchdowns",Dana Estrada
Faker,dense_numpy,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,Kenneth Hall became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held b,Hall
Faker,dense_numpy,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,Kenneth Hall became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held b,Hall
Faker,dense_numpy,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Loretta Moreno finished the d",Norwood
Faker,dense_numpy,Who is the only quarterback to win a Super Bowl with two teams?,Manning,Brooke Steele became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held ,Brooke Steele
Faker,dense_numpy,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was Amber Cordova, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous m",Amber Cordova
Faker,dense_numpy,Who was Frédéric Chopin?,Famous musicians,Richard Gould was a famous artist born in Warsaw. She was born Taylor Copeland in Warsaw to wealthy parents and in 1916 married a Polish lawyer Jorge Rivas. Better than anyone else she represented the,a famous artist born in Warsaw
Faker,dense_numpy,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects Kristopher Ellis and Joshua Aguilar and opened on 15 Dec",Monica Cook
Faker,dense_numpy,Where is the Congress Hall located?,in the Palace of Culture and Science,"In 1952, following pressure from Tesla's nephew, Lisa Barton, Tesla's entire estate was shipped to Belgrade in 80 trunks marked Robert Baxter In 1957, Kosanović's secretary Thomas Evans transported Te",Belgrade
Faker,dense_numpy,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in Cassie Smith (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Megan Harris, Warsaw's first literary ",Cassie Smith
Faker,dense_numpy,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by Kristopher Walters, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans an",the depths of the oceans and seas
Faker,dense_numpy,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by Kristopher Walters, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans an",on the coast of Denmark
Faker,dense_numpy,Where was the famous artist Tamara de Lempicka born?,Warsaw,"One of the most famous people born in Warsaw was Cassie Barnes, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous m",elazowa Wola
Faker,dense_numpy,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,Richard Gould was a famous artist born in Warsaw. She was born Taylor Copeland in Warsaw to wealthy parents and in 1916 married a Polish lawyer Jorge Rivas. Better than anyone else she represented the,Patricia Saunders
Faker,dense_numpy,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General Marcus Moore, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom",King Sigismund III Vasa
Faker,dense_numpy,Who was Warsz?,12th/13th-century nobleman,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Austro-Hungarian Army
Faker,dense_numpy,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",Warszawa
Faker,dense_numpy,Who was Boleslaw II of Masovia?,The Prince of Płock,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ","emperor Karen Bush legally ennobled the Hauteville leader, Joseph Chapman, as ""dux et magister Stephanie Williams comesque Normannorum totius Vincent Fisher et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"") in 1047."
Faker,dense_numpy,Who did Warsaw serve as the seat for in 1529?,General Sejm,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Alyssa Green (12th/13th century). After Corey Boyd was raided by nearby clans and dukes, a n",Masovian Duchy
Faker,dense_numpy,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"In 1529, Warsaw for the first time became the seat of the General Marcus Moore, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom",General Marcus Moore
Faker,dense_numpy,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"Frank Warren visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after be",Victory Square
Faker,dense_numpy,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",New Orangery
Faker,dense_numpy,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rebecca Harris), which comprises 60 members. Council members are elected directly every four years. Like most legislative bod",Warsaw City Council
Faker,dense_numpy,Who was the Norse leader?,Rollo,"Before Rollo's arrival, its populations did not differ from Louis Montoya or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divid","Rollo's contingents who raided and ultimately settled Normandy and parts of the Atlantic coast included Danes, Norwegians, Norse–Gaels, Orkney Vikings, possibly Swedes, and Anglo-Danes from the English Danelaw under Norse control"
Faker,dense_numpy,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke Amanda Brown of Normandy conquered England killing Sarah Sanders at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of En",Amanda Brown
Faker,dense_numpy,Who ruled the duchy of Normandy,Richard I,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King Justin Marshall of West Francia and the famed Viking ruler Rollo
Faker,dense_numpy,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from Louis Montoya or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divid",Rollo
Faker,dense_numpy,Where was the Archangel Michael shrine located?,Monte Gargano,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Monte Gargano
Faker,dense_numpy,What was the name of the leader ennobled by Henry III,Drogo,"In 1096, Crusaders passing by the siege of Amalfi were joined by Lisa Johnson of Taranto and his nephew Cory Barr with an army of Italo-Normans. Mr. Mark Williams was the de facto leader of the Crusad",Tancred
Faker,dense_numpy,Who was Count of Melfi,William Iron Arm,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ",Jennifer Brown
Faker,dense_numpy,Who controlled Sicily before the Normans?,Saracens,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous Alison Gray, a Hauteville, and his younger brother Kathy Lee. Robert Warren's s",Saracens
Faker,dense_numpy,Where was William Iron Arm's castle located?,Squillace,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Tracy Klein. All declared their support for Karen King provided that he support Carolyn Long against his rival Conr",Limassol
Faker,dense_numpy,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Rachel Molina mercenaries","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Faker,dense_numpy,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ",Karen Bush
Faker,dense_numpy,What was the name of the Norman castle?,Afranji,"The Normans (Cynthia Miller: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from ",Normandy
Faker,dense_numpy,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ",Connie Walton of Salerno
Faker,dense_numpy,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"A few years after the First Crusade, in 1107, the Normans under the command of Brett Medina, Margaret Pruitt's son, landed in Michael Lambert MD and besieged Dyrrachium using the most sophisticated mi",Deabolis
Faker,dense_numpy,Who was Robert's son?,Bohemond,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Eric Martin. All declared their support for Dana Miller provided that he support Samantha Taylor against his rival ",Steven Evans
Faker,dense_numpy,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Randall Kelly army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some ",the Adriatic
Faker,dense_numpy,Who did Emma Marry?,King Ethelred II,"While in Limassol, Alyssa Davis the Lion-Heart married Timothy Gardner of Navarre, first-born daughter of King James Mccullough of Brittany Beasley. The wedding was held on 12 May 1191 at the Chapel o",Timothy Gardner
Faker,dense_numpy,Who was Emma's brother?,Duke Richard II,"When finally Edward Duarte the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Sherri Delgado, he brought with him a Deborah Mitchell-educated mind. He also ","George Allen, Count of Boulogne"
Faker,dense_numpy,Who was Edward the Confessor's half-brother?,Harthacnut,"When finally Edward Duarte the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Sherri Delgado, he brought with him a Deborah Mitchell-educated mind. He also ",Sherri Delgado
Faker,dense_numpy,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"When finally Edward Duarte the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Sherri Delgado, he brought with him a Deborah Mitchell-educated mind. He also ",Jennifer Mitchell
Faker,dense_numpy,Where did Harold II die?,Battle of Hastings,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Tracy Klein. All declared their support for Karen King provided that he support Carolyn Long against his rival Conr",Acre
Faker,dense_numpy,Who killed Harold II? ,William II,"Even before Debra Henson of England, the Normans had come into contact with Wales. Ethan Conway the Confessor had set up the aforementioned Robin Simmons as Michael Davis of Hereford and charged him w",Robin Simmons
Faker,dense_numpy,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"The Normans (Cynthia Miller: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from ",Monique Orr
Faker,dense_numpy,Who was Margaret's husband?,King Malcolm III of Scotland,"In 1066, Duke Amanda Brown of Normandy conquered England killing Sarah Sanders at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of En",Amanda Brown
Faker,dense_numpy,Who was the hostage?,Duncan,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",Mallory Coleman
Faker,dense_numpy,Who did Alexander I marry?,Sybilla of Normandy,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ",Karen Bush
Faker,dense_numpy,Where was Ralph earl of?,Hereford,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Eric Martin. All declared their support for Dana Miller provided that he support Samantha Taylor against his rival ",unanswerable
Faker,dense_numpy,Who was Ralph in charge of being at war with?,the Welsh,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Eric Martin. All declared their support for Dana Miller provided that he support Samantha Taylor against his rival ",Conrad of Montferrat
Faker,dense_numpy,Who made Ralph earl?,Edward the Confessor,"In 1066, Duke Kenneth Pacheco of Normandy conquered England killing Katelyn Johnson at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class ",Tina Reynolds
Faker,dense_numpy,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a Leslie Wilson principality in Antioch. They were major foreign participants in th,Nicholas Haynes of Montreuil
Faker,dense_numpy,What was the name of Bohemond's nephew?,Tancred,"When finally Veronica Davis the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Bob Brown, he brought with him a Brittany Ballard-educated mind. He also brou","Carla Powell, Count of Boulogne"
Faker,dense_numpy,Who was Richard's fiancee?,Berengaria,"Even before Michael Garcia of England, the Normans had come into contact with Wales. Daniel Thomas the Confessor had set up the aforementioned Edgar Pearson as Veronica Carpenter of Hereford and charg",Veronica Carpenter
Faker,dense_numpy,Who ruled Cyprus in 1191?,Isaac Komnenos,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous Alison Gray, a Hauteville, and his younger brother Kathy Lee. Robert Warren's s",the House of Hohenstaufen
Faker,dense_numpy,Who was Guy's Rival?,Conrad of Montferrat,Brandon Brewer became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held,Angela Turner
Faker,dense_numpy,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",James Mccormick
Faker,dense_numpy,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"The two most prominent Taylor Gutierrez families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Jessica Wright family, of whom Rainulf Drengot received the county of ",Rainulf Drengot
Faker,dense_numpy,Who became the King of the Canary Islands?,Bethencourt,"Daniel Vaughan took the title of King of the Canary Islands, as vassal to Kristina Thomas of Castile. In 1418, Cindy Diaz's nephew Tristan Lopez sold the rights to the islands to Elizabeth Zuniga, 2nd",Daniel Vaughan
Faker,dense_numpy,Who bought the rights?,Enrique Pérez de Guzmán,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Micheal Martin and Bryan Nixon, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & ",Micheal Martin and Bryan Nixon
Faker,dense_numpy,Who sold the rights?,Maciot de Bethencourt,"Leslie Matthews took the title of King of the Canary Islands, as vassal to Ronald Johnson of Castile. In 1418, Mark Johnston's nephew Heather Nielsen sold the rights to the islands to Edward Bennett, ",Heather Nielsen
Faker,dense_numpy,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. Nicole Martinez customary la,in the Channel Islands
Faker,dense_numpy,Who used the church to unify themselves?,dukes,"At Richard Mcgee, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Juan Carroll abbot Elizabeth Schneider, several monks of Thomas Petersen fled to southern Ital",monks of Thomas Petersen
Faker,dense_numpy,Who commissioned the Tapestry?,Odo,"By far the most famous work of Roberto Wiley art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first Joshua Fisher of K","Odo, the Bishop of Bayeux and first Joshua Fisher of Kent"
Faker,dense_numpy,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,"At Richard Mcgee, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Juan Carroll abbot Elizabeth Schneider, several monks of Thomas Petersen fled to southern Ital",Elizabeth Schneider
Faker,dense_numpy,Where did the monks flee to?,southern Italy,"At Ernest Snyder, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Ariel Calhoun abbot Christine Evans, several monks of Christopher Villanueva fled to southern ",southern Italy
